#Simulation_time (ns) #water_in channel 
   48.400  555.000  245.000  230.000  256.000 
   48.500  586.000  260.000  250.000  257.000 
   48.600  578.000  249.000  254.000  256.000 
   48.700  563.000  256.000  241.000  260.000 
   48.800  560.000  240.000  240.000  258.000 
   48.900  562.000  238.000  244.000  249.000 
   49.000  564.000  256.000  247.000  253.000 
   49.100  577.000  268.000  244.000  248.000 
   49.200  575.000  260.000  248.000  244.000 
   49.300  561.000  247.000  238.000  246.000 
   49.400  550.000  244.000  239.000  254.000 
   49.500  562.000  252.000  238.000  255.000 
   49.600  567.000  250.000  253.000  252.000 
   49.700  564.000  251.000  245.000  253.000 
   49.800  563.000  256.000  249.000  242.000 
   49.900  546.000  242.000  249.000  251.000 
   50.000  577.000  254.000  246.000  264.000 
   50.100  566.000  261.000  237.000  253.000 
   50.200  567.000  243.000  240.000  257.000 
   50.300  546.000  241.000  242.000  249.000 
   50.400  561.000  257.000  241.000  254.000 
   50.500  553.000  248.000  254.000  237.000 
   50.600  579.000  252.000  244.000  260.000 
   50.700  564.000  255.000  242.000  245.000 
   50.800  578.000  259.000  237.000  253.000 
   50.900  561.000  249.000  248.000  249.000 
   51.000  583.000  250.000  244.000  255.000 
   51.100  566.000  253.000  244.000  254.000 
   51.200  576.000  256.000  260.000  261.000 
   51.300  581.000  256.000  256.000  246.000 
   51.400  566.000  255.000  246.000  244.000 
   51.500  582.000  239.000  248.000  253.000 
   51.600  568.000  258.000  247.000  254.000 
   51.700  572.000  253.000  250.000  267.000 
   51.800  581.000  256.000  245.000  267.000 
   51.900  583.000  255.000  246.000  262.000 
   52.000  579.000  248.000  244.000  260.000 
   52.100  552.000  252.000  238.000  255.000 
   52.200  599.000  258.000  238.000  265.000 
   52.300  573.000  256.000  248.000  260.000 
   52.400  564.000  245.000  251.000  245.000 
   52.500  564.000  245.000  251.000  263.000 
   52.600  566.000  254.000  247.000  250.000 
   52.700  576.000  260.000  238.000  262.000 
   52.800  559.000  248.000  249.000  241.000 
   52.900  574.000  254.000  235.000  258.000 
   53.000  551.000  244.000  237.000  255.000 
   53.100  561.000  259.000  240.000  240.000 
   53.200  552.000  257.000  233.000  254.000 
   53.300  566.000  247.000  241.000  248.000 
   53.400  566.000  246.000  242.000  252.000 
   53.500  557.000  260.000  236.000  253.000 
   53.600  567.000  258.000  247.000  256.000 
   53.700  563.000  254.000  240.000  256.000 
   53.800  577.000  256.000  242.000  245.000 
   53.900  569.000  253.000  242.000  252.000 
   54.000  566.000  241.000  240.000  258.000 
   54.100  541.000  235.000  236.000  250.000 
   54.200  566.000  255.000  247.000  252.000 
   54.300  544.000  237.000  235.000  253.000 
   54.400  570.000  250.000  240.000  257.000 
   54.500  570.000  251.000  248.000  255.000 
   54.600  558.000  255.000  237.000  244.000 
   54.700  568.000  255.000  248.000  246.000 
   54.800  569.000  258.000  240.000  240.000 
   54.900  563.000  261.000  241.000  254.000 
   55.000  580.000  252.000  243.000  251.000 
   55.100  560.000  263.000  244.000  239.000 
   55.200  571.000  261.000  250.000  239.000 
   55.300  549.000  265.000  244.000  246.000 
   55.400  562.000  244.000  239.000  243.000 
   55.500  560.000  253.000  245.000  248.000 
   55.600  561.000  250.000  234.000  256.000 
   55.700  573.000  253.000  251.000  262.000 
   55.800  572.000  250.000  245.000  249.000 
   55.900  564.000  250.000  242.000  242.000 
   56.000  561.000  250.000  247.000  261.000 
